STATE.UT,Year,Total_Population,Male_Population,Female_Population,HDI,Total_suicide,Male_Suicide,Female_suicide,id,total_suicide_rate,male_suicide_rate,female_suicide_rate,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above
A & N ISLANDS,2001,356000,192849,163151,0.695,129,79,50,1,36.23595506,40.96469258,30.64645635,2,25,23,21,8,2,31,9,5,3
A & N ISLANDS,2002,358322,194107,164215,0.698,144,91,53,1,40.18731755,46.88135925,32.27476175,2,27,28,21,13,2,28,14,6,3
A & N ISLANDS,2003,360658,195373,165285,0.709,113,70,43,1,31.33162165,35.82890164,26.0156699,1,23,23,17,6,4,28,8,2,1
A & N ISLANDS,2004,363010,196647,166363,0.714,122,81,41,1,33.60788959,41.19055973,24.64490301,0,34,24,14,9,1,23,13,3,1
A & N ISLANDS,2005,365377,197929,167448,0.72,139,86,53,1,38.04289816,43.44992396,31.65161722,5,15,24,25,17,3,27,8,10,5
A & N ISLANDS,2006,367760,199220,168540,0.726,133,96,37,1,36.16489015,48.18793294,21.95324552,4,21,34,25,12,1,21,10,3,2
A & N ISLANDS,2007,370158,200519,169639,0.722,156,100,56,1,42.14416546,49.87058583,33.01127689,0,36,26,27,11,6,30,10,8,2
A & N ISLANDS,2008,372572,201827,170745,0.716,143,98,45,1,38.38184297,48.55643695,26.35509093,0,31,32,21,14,0,23,13,5,4
A & N ISLANDS,2009,375002,203143,171859,0.709,131,86,45,1,34.93314702,42.33471003,26.1842557,1,31,23,25,6,7,19,14,4,1
A & N ISLANDS,2010,377447,204468,172980,0.707,156,112,44,1,41.33030598,54.77629751,25.43646664,4,39,33,18,18,0,28,11,2,3
A & N ISLANDS,2011,379909,205801,174108,0.703,136,94,42,1,35.79804637,45.67519108,24.12295816,1,28,35,20,10,4,19,11,6,2
A & N ISLANDS,2012,382386,207143,175243,0.701,121,80,41,1,31.64341791,38.62066302,23.39608429,2,22,26,20,10,1,21,12,3,4
A & N ISLANDS,2013,384880,208494,176386,0.706,151,111,40,1,39.23300769,53.23894213,22.67753677,4,35,29,28,15,2,22,11,4,1
A & N ISLANDS,2014,387390,209853,177536,0.714,155,115,40,1,40.01135806,54.80026495,22.53064167,1,35,36,24,19,2,26,4,2,6
ANDHRA PRADESH,2001,75728000,38285137,37442863,0.484,10522,6379,4143,2,13.8944644,16.6618184,11.06485901,173,2058,2213,1566,369,185,1871,1198,697,192
ANDHRA PRADESH,2002,76534986,38693117,37841869,0.493,11693,7571,4122,2,15.27798019,19.56678755,10.89269666,101,2173,2831,1935,531,139,1804,1374,572,233
ANDHRA PRADESH,2003,77350572,39105446,38245126,0.508,11409,7513,3896,2,14.74972932,19.21215782,10.18691898,155,2270,2846,1745,497,197,1685,1204,609,201
ANDHRA PRADESH,2004,78174849,39522168,38652681,0.519,13526,9082,4444,2,17.30224001,22.97950861,11.49726199,95,2562,3448,2175,802,142,1959,1344,689,310
ANDHRA PRADESH,2005,79007910,39943332,39064578,0.53,13442,8865,4577,2,17.01348637,22.19394216,11.71649672,143,2444,3178,2156,944,161,1904,1360,733,419
ANDHRA PRADESH,2006,79849848,40368983,39480865,0.542,13276,8863,4413,2,16.62620573,21.95497469,11.17756665,169,2696,3278,2032,688,195,1987,1357,583,291
ANDHRA PRADESH,2007,80700758,40799170,39901588,0.553,14882,9949,4933,2,18.44096681,24.3853,12.36291648,121,2936,3660,2304,928,194,2139,1450,804,346
ANDHRA PRADESH,2008,81560736,41233941,40326795,0.562,14354,9721,4633,2,17.59915457,23.57523866,11.48863925,91,2714,3669,2477,770,122,1882,1584,738,307
ANDHRA PRADESH,2009,82429878,41673346,40756532,0.568,14500,9887,4613,2,17.59070904,23.72499679,11.31843112,67,2727,3722,2586,785,127,1934,1420,829,303
ANDHRA PRADESH,2010,83308282,42117433,41190849,0.58,15901,10947,4954,2,19.08693784,25.99161255,12.02694317,95,3530,3862,2566,894,130,2145,1572,678,429
ANDHRA PRADESH,2011,84196047,42566252,41629795,0.59,15077,10120,4957,2,17.90701647,23.77470302,11.90733704,112,2828,3551,2710,919,143,2284,1555,663,312
ANDHRA PRADESH,2012,85093272,43019854,42073418,0.6,14238,9527,4711,2,16.73222767,22.14558887,11.19709361,65,2543,3628,2340,951,143,2046,1466,730,326
ANDHRA PRADESH,2013,86000058,43478290,42521768,0.608,14607,9902,4705,2,16.98487227,22.77458474,11.06492091,68,2847,3648,2439,900,81,1923,1500,774,427
ANDHRA PRADESH,2014,51912833,26245113,25667720,0.62,6101,4220,1880,2,11.75239271,16.07918396,7.32437474,19,1432,1622,846,301,36,963,550,227,104
ARUNACHAL PRADESH,2001,1091000,573908,517092,0.506,111,76,35,3,10.17415215,13.24254062,6.768621445,2,24,38,11,1,2,23,9,1,0
ARUNACHAL PRADESH,2002,1116719,587438,529281,0.51,114,71,43,3,10.2084768,12.08638188,8.124228907,1,20,38,9,3,2,28,11,1,1
ARUNACHAL PRADESH,2003,1143044,601286,541758,0.521,81,54,27,3,7.086341383,8.980751256,4.983775043,3,11,26,12,2,1,14,10,2,0
ARUNACHAL PRADESH,2004,1169989,615460,554529,0.528,79,49,30,3,6.752200234,7.961524713,5.409996592,1,18,24,6,0,4,13,13,0,0
ARUNACHAL PRADESH,2005,1197570,629969,567602,0.535,70,49,21,3,5.845169802,7.778160513,3.699775547,0,13,28,4,4,0,10,9,1,1
ARUNACHAL PRADESH,2006,1225801,644819,580982,0.543,129,96,33,3,10.52373101,14.88789877,5.68003828,1,28,45,21,1,3,15,12,3,0
ARUNACHAL PRADESH,2007,1254698,660020,594678,0.57,129,98,31,3,10.28135854,14.84803491,5.212905135,2,39,44,10,3,5,14,10,2,0
ARUNACHAL PRADESH,2008,1284275,675579,608697,0.594,110,77,33,3,8.565143758,11.39763077,5.421416567,2,43,25,7,0,0,19,13,1,0
ARUNACHAL PRADESH,2009,1314550,691505,623046,0.616,110,77,33,3,8.367882545,11.13513279,5.296559163,2,43,25,7,0,0,19,13,1,0
ARUNACHAL PRADESH,2010,1345539,707806,637733,0.641,131,91,40,3,9.735875363,12.85663021,6.27221737,4,47,32,6,2,4,26,8,2,0
ARUNACHAL PRADESH,2011,1377258,724491,652767,0.665,134,99,35,3,9.729476975,13.66476602,5.361790654,4,38,34,20,3,5,19,9,1,1
ARUNACHAL PRADESH,2012,1409725,741570,668155,0.689,130,100,30,3,9.221656706,13.48490365,4.489976128,1,28,39,31,1,0,20,9,1,0
ARUNACHAL PRADESH,2013,1442957,759052,683906,0.679,229,171,58,3,15.87018879,22.52810084,8.48069764,7,56,65,33,10,4,31,19,3,1
ARUNACHAL PRADESH,2014,1476973,776945,700028,0.672,156,110,46,3,10.56214298,14.15801633,6.571165725,4,54,34,16,2,2,36,7,1,0
ASSAM,2001,26638000,13787785,12850215,0.493,2647,1836,811,4,9.936932202,13.31613454,6.311178451,35,620,702,418,61,19,383,274,119,16
ASSAM,2002,27062223,14007362,13054861,0.5,2510,1702,808,4,9.274921724,12.1507533,6.189265439,23,564,680,381,54,24,376,275,108,25
ASSAM,2003,27493202,14230436,13262766,0.513,2596,1676,920,4,9.442334145,11.77757308,6.9367129,61,671,557,323,64,48,512,225,101,34
ASSAM,2004,27931044,14457062,13473982,0.522,2839,1945,894,4,10.16431752,13.45363256,6.635009606,41,691,764,377,72,18,446,296,120,14
ASSAM,2005,28375860,14687298,13688562,0.531,2846,1951,895,4,10.02965196,13.28358695,6.538305485,36,643,791,408,73,37,425,299,116,18
ASSAM,2006,28827759,14921200,13906559,0.542,3031,2116,915,4,10.51417143,14.18116505,6.57962908,44,753,853,385,81,32,413,348,107,15
ASSAM,2007,29286855,15158827,14128027,0.549,3062,2116,946,4,10.45520251,13.9588637,6.695910193,38,704,799,507,68,33,427,331,120,35
ASSAM,2008,29753262,15400239,14353023,0.554,2989,1970,1019,4,10.04595731,12.79200927,7.099549691,28,716,772,398,56,17,503,360,120,19
ASSAM,2009,30227097,15645495,14581602,0.558,2966,1882,1084,4,9.812387872,12.02902177,7.434025425,27,655,712,425,63,24,514,340,180,26
ASSAM,2010,30708478,15894657,14813821,0.567,2993,2026,967,4,9.746494111,12.74642164,6.527687894,34,745,735,442,70,32,489,302,122,22
ASSAM,2011,31197525,16147787,15049738,0.574,2726,1826,900,4,8.737872636,11.30805107,5.980170552,20,667,686,408,45,10,410,341,126,13
ASSAM,2012,31694361,16404949,15289412,0.582,3264,2392,872,4,10.29836191,14.58096578,5.703293233,37,695,983,627,50,16,362,322,163,9
ASSAM,2013,32199109,16666205,15532903,0.586,3553,2558,995,4,11.03446682,15.34842515,6.405756863,11,823,1090,604,30,7,399,393,183,13
ASSAM,2014,32711895,16931623,15780272,0.593,3546,2510,1036,4,10.84009349,14.82433196,6.565159333,7,1019,915,510,59,4,595,313,114,10
BIHAR,2001,82879000,43143675,39735325,0.44,603,307,296,5,0.727566694,0.711575915,0.744929103,8,131,121,31,16,14,153,94,27,8
BIHAR,2002,84773391,44129824,40643568,0.444,720,426,294,5,0.849323109,0.965333558,0.723361689,23,157,162,68,16,13,145,96,35,5
BIHAR,2003,86711083,45138513,41572570,0.455,599,351,248,5,0.690799814,0.777606475,0.596547194,49,135,104,51,12,15,127,90,12,4
BIHAR,2004,88693066,46170258,42522808,0.463,351,212,139,5,0.395746833,0.459170057,0.326883399,16,75,76,30,15,9,59,51,14,6
BIHAR,2005,90720351,47225586,43494765,0.47,543,327,216,5,0.598542658,0.692421265,0.496611489,14,123,106,70,14,5,104,77,23,7
BIHAR,2006,92793975,48305036,44488939,0.478,618,299,319,5,0.665991515,0.618983081,0.717032159,28,123,102,35,11,24,123,129,38,5
BIHAR,2007,94914996,49409160,45505836,0.488,965,534,431,5,1.016699195,1.080771258,0.947131265,33,212,146,115,28,44,196,117,51,23
BIHAR,2008,97084498,50538521,46545977,0.497,1015,609,406,5,1.04548102,1.205021413,0.872255834,35,218,202,97,57,33,165,145,40,23
BIHAR,2009,99303589,51693695,47609894,0.504,1051,514,537,5,1.058370609,0.994318553,1.127916815,22,202,193,75,22,25,228,232,41,11
BIHAR,2010,101573402,52875275,48698128,0.514,1226,712,514,5,1.207008898,1.346565101,1.055482051,40,228,272,136,36,54,227,159,53,21
BIHAR,2011,103895098,54083861,49811236,0.524,795,446,349,5,0.765194908,0.824645267,0.700645132,16,150,163,88,29,41,149,126,19,14
BIHAR,2012,106269861,55320073,50949787,0.533,759,455,304,5,0.714219434,0.822486261,0.59666589,5,155,212,63,20,6,135,123,29,11
BIHAR,2013,108698904,56584541,52114363,0.539,1057,630,427,5,0.972410909,1.113378299,0.819351855,26,176,253,126,49,47,181,160,32,7
BIHAR,2014,111183469,57877912,53305557,0.55,719,422,297,5,0.646678869,0.729120981,0.557165175,11,161,134,62,54,4,165,101,25,2
CHANDIGARH,2001,901000,508178,392822,0.638,70,39,31,6,7.769145394,7.674476266,7.891615032,0,20,15,2,2,0,18,11,2,0
CHANDIGARH,2002,915440,516323,399118,0.641,87,53,34,6,9.503626671,10.26489233,8.518783919,1,23,26,3,0,1,23,7,1,2
CHANDIGARH,2003,930112,524598,405514,0.652,103,68,35,6,11.07393518,12.96230638,8.63102137,0,30,27,8,3,1,22,8,2,2
CHANDIGARH,2004,945019,533006,412013,0.657,75,52,23,6,7.93634837,9.755987737,5.58234813,0,23,21,7,1,0,19,2,2,0
CHANDIGARH,2005,960165,541548,418617,0.663,89,63,26,6,9.269240183,11.63331782,6.210927889,2,33,18,10,0,1,15,6,4,0
CHANDIGARH,2006,975554,550228,425326,0.669,80,56,24,6,8.200468657,10.1775991,5.642730517,0,26,26,3,1,2,14,6,1,1
CHANDIGARH,2007,991189,559046,432143,0.665,82,60,22,6,8.272892455,10.73256941,5.090907408,2,26,21,8,3,0,11,8,1,2
CHANDIGARH,2008,1007075,568006,439069,0.658,83,58,25,6,8.241690043,10.21115974,5.693865884,0,22,19,16,1,0,16,7,2,0
CHANDIGARH,2009,1023215,577110,446106,0.651,75,44,31,6,7.329837815,7.624196427,6.949021085,0,16,18,8,2,1,18,9,1,2
CHANDIGARH,2010,1039615,586359,453256,0.648,71,31,40,6,6.829451287,5.286863509,8.825034859,0,14,12,4,1,2,25,10,2,1
CHANDIGARH,2011,1056276,595757,460520,0.645,105,57,48,6,9.940583711,9.567659297,10.42300009,0,24,19,13,1,0,31,14,3,0
CHANDIGARH,2012,1073206,605305,467901,0.643,114,75,39,6,10.62237818,12.39044779,8.335096527,2,33,31,8,1,1,29,8,0,1
CHANDIGARH,2013,1090406,615006,475400,0.672,97,59,38,6,8.895769099,9.593402341,7.993268826,0,28,18,11,2,1,26,9,2,0
CHANDIGARH,2014,1107882,624863,483019,0.704,105,66,39,6,9.477543637,10.56231526,8.074216542,0,31,23,11,1,0,28,8,3,0
CHHATTISGARH,2001,20796000,10450251,10345749,0.564,4025,2640,1385,7,19.35468359,25.26255111,13.38714094,44,792,955,563,286,49,634,418,193,91
CHHATTISGARH,2002,21228841,10667759,10561081,0.567,3950,2629,1321,7,18.60676238,24.64435126,12.50818927,85,794,928,606,216,62,594,410,182,73
CHHATTISGARH,2003,21670690,10889794,10780896,0.577,3919,2592,1327,7,18.08433419,23.80210314,12.30880995,103,846,878,554,211,106,622,373,161,65
CHHATTISGARH,2004,22121736,11116450,11005286,0.582,4495,2986,1509,7,20.31938181,26.86109324,13.71159277,77,879,1057,707,266,92,654,460,225,78
CHHATTISGARH,2005,22582170,11347824,11234346,0.588,4881,3305,1576,7,21.61439755,29.12452643,14.02840895,160,1062,1174,676,233,73,742,465,209,87
CHHATTISGARH,2006,23052187,11584014,11468174,0.594,4626,3060,1566,7,20.0675103,26.41571393,13.65518172,112,1067,1085,590,206,96,775,428,188,79
CHHATTISGARH,2007,23531987,11825119,11706868,0.589,4839,3256,1583,7,20.56349938,27.53460663,13.52197701,78,1047,1123,688,320,59,731,476,232,85
CHHATTISGARH,2008,24021774,12071243,11950531,0.583,4945,3248,1697,7,20.58549048,26.90692251,14.20020583,65,1125,1156,685,217,82,854,478,218,65
CHHATTISGARH,2009,24521754,12322490,12199265,0.576,5883,3954,1929,7,23.9909429,32.08767059,15.81242804,104,1225,1342,937,346,76,873,587,291,102
CHHATTISGARH,2010,25032142,12578966,12453176,0.574,6522,4545,1977,7,26.05450225,36.13174565,15.87546823,110,1384,1538,1102,411,58,862,647,292,118
CHHATTISGARH,2011,25553152,12840780,12712372,0.571,6756,4527,2229,7,26.43900839,35.25486769,17.53409985,102,1428,1501,1081,415,86,988,638,376,141
CHHATTISGARH,2012,26085006,13108043,12976963,0.569,5654,4014,1640,7,21.67528733,30.62242014,12.63777973,83,1304,1394,919,314,78,766,443,232,121
CHHATTISGARH,2013,26627930,13380869,13247061,0.576,5436,3648,1788,7,20.41465484,27.26280334,13.49733348,82,1301,1277,697,291,92,865,459,250,122
CHHATTISGARH,2014,27182154,13659374,13522780,0.586,5683,3763,1920,7,20.90709956,27.54884667,14.19826397,55,1471,1222,766,249,43,1039,480,245,113
D & N HAVELI,2001,220000,121480,98520,0.684,50,35,15,8,22.72727273,28.81132697,15.22533496,0,10,10,7,8,1,9,4,1,0
D & N HAVELI,2002,230149,127084,103065,0.686,50,32,18,8,21.72505638,25.18019578,17.46470674,1,9,8,9,5,0,11,3,2,2
D & N HAVELI,2003,240766,132947,107820,0.698,52,30,22,8,21.5977339,22.5653832,20.40437767,2,8,8,7,5,0,6,7,9,0
D & N HAVELI,2004,251874,139080,112794,0.703,39,20,19,8,15.48393244,14.38021283,16.84486763,0,7,6,4,3,0,12,5,1,1
D & N HAVELI,2005,263493,145496,117997,0.709,69,41,28,8,26.18665391,28.17946885,23.72941685,0,16,13,6,6,0,12,8,7,1
D & N HAVELI,2006,275649,152208,123441,0.716,42,23,19,8,15.2367685,15.11090087,15.39196863,0,8,5,3,7,1,8,6,2,2
D & N HAVELI,2007,288365,159230,129135,0.711,76,44,32,8,26.35548697,27.63298373,24.78026871,0,15,14,7,8,0,19,8,4,1
D & N HAVELI,2008,301668,166575,135093,0.705,60,32,28,8,19.88941485,19.21056581,20.72646251,1,11,11,8,1,0,15,6,6,1
D & N HAVELI,2009,315585,174260,141325,0.698,56,30,26,8,17.74482311,17.21565477,18.39731116,0,10,10,8,2,0,14,4,1,7
D & N HAVELI,2010,330144,182299,147845,0.696,63,37,26,8,19.08258215,20.29632636,17.58598532,0,14,12,6,5,0,18,4,4,0
D & N HAVELI,2011,345374,190709,154665,0.692,63,41,22,8,18.24109516,21.49872319,14.22429121,0,23,8,9,1,0,13,5,3,1
D & N HAVELI,2012,361307,199507,161800,0.69,66,41,25,8,18.26701392,20.55065737,15.45117429,0,17,16,5,3,0,18,2,2,3
D & N HAVELI,2013,377975,208711,169264,0.68,84,55,29,8,22.22369204,26.35222868,17.13299934,0,24,12,17,2,0,13,5,5,6
D & N HAVELI,2014,395412,218339,177073,0.673,76,45,31,8,19.22045866,20.6101521,17.50690393,1,19,12,8,5,0,24,4,1,2
DAMAN & DIU,2001,158000,92452,65548,0.665,14,10,4,9,8.860759494,10.81642366,6.102398243,0,4,6,0,0,0,4,0,0,0
DAMAN & DIU,2002,165074,96591,68483,0.668,17,15,2,9,10.29841162,15.52939715,2.920432808,0,4,9,1,1,0,1,1,0,0
DAMAN & DIU,2003,172465,100916,71549,0.678,24,18,6,9,13.91586699,17.83661659,8.385861438,1,7,8,2,0,0,3,2,1,0
DAMAN & DIU,2004,180187,105434,74753,0.683,13,5,8,9,7.214726923,4.742303242,10.70191163,0,1,3,1,0,0,8,0,0,0
DAMAN & DIU,2005,188255,110155,78100,0.688,32,25,7,9,16.9982205,22.695293,8.962868118,1,10,4,10,0,0,5,2,0,0
DAMAN & DIU,2006,196683,115087,81597,0.695,22,14,8,9,11.18551171,12.16471018,9.80428202,0,7,5,1,1,3,4,1,0,0
DAMAN & DIU,2007,205490,120240,85250,0.691,15,6,9,9,7.299625286,4.99001996,10.55718475,0,3,1,2,0,0,7,2,0,0
DAMAN & DIU,2008,214690,125623,89067,0.685,19,14,5,9,8.849969724,11.14445603,5.613751446,0,4,4,6,0,0,1,0,1,3
DAMAN & DIU,2009,224302,131248,93055,0.679,23,15,8,9,10.25403251,11.42874558,8.597066251,0,8,2,3,2,1,1,5,1,0
DAMAN & DIU,2010,234345,137124,97221,0.677,31,19,12,9,13.2283599,13.85607188,12.34301231,3,8,6,2,0,0,10,2,0,0
DAMAN & DIU,2011,244838,143264,101574,0.673,33,18,15,9,13.47829994,12.56421711,14.76755863,1,7,6,4,0,0,13,1,1,0
DAMAN & DIU,2012,255800,149678,106122,0.672,36,25,11,9,14.07349492,16.70252141,10.36542847,0,6,13,6,0,1,5,5,0,0
DAMAN & DIU,2013,267253,156380,110873,0.676,29,13,16,9,10.85114105,8.313083515,14.43092547,0,8,2,3,0,0,8,5,3,0
DAMAN & DIU,2014,279219,163381,115837,0.684,27,22,5,9,9.669829059,13.46545804,4.316410128,0,11,8,2,1,0,3,2,0,0
DELHI (UT),2001,13783000,7568918,6214082,0.666,1239,730,509,10,8.989334688,9.644707473,8.191073114,15,315,260,115,25,28,282,157,31,11
DELHI (UT),2002,14050190,7715645,6334545,0.668,1053,643,410,10,7.494560572,8.333716753,6.472445929,15,301,218,93,16,16,241,126,23,4
DELHI (UT),2003,14322560,7865217,6457343,0.679,1153,741,412,10,8.050236829,9.421227666,6.380333211,18,328,278,90,27,19,235,112,41,5
DELHI (UT),2004,14600211,8017688,6582522,0.685,1256,799,457,10,8.602615401,9.965466354,6.942627765,19,342,298,120,20,17,283,117,24,16
DELHI (UT),2005,14883243,8173115,6710128,0.69,1245,777,468,10,8.365112362,9.506779239,6.974531633,8,370,264,111,24,13,281,140,26,8
DELHI (UT),2006,15171762,8331555,6840207,0.697,1492,960,532,10,9.834058826,11.52245889,7.777542405,9,449,340,139,23,16,335,148,28,5
